InvoiceDate;CustomerID;InvoiceNo;StockCode;Description;Country;UnitPrice;Quantity
2023-10-16 16:43:06;7548845;GPA.4660-4883-6651-12140;bomb;bonuses;US;1;3
2023-10-16 16:43:06;7548845;GPA.4660-4883-6651-12140;turns 2;turns;US;1;3
2023-10-16 18:48:08;7484354;GPA.2824-3245-7874-32231;turns 2;turns;CN;50;9
2023-10-17 03:00:58;7502101;GPA.8253-5768-5052-35914;turns 2;turns;ID;8;11
2023-10-18 00:23:39;7551774;GPA.2126-9224-9648-25091;turns 2;turns;IN;50;3
2023-10-19 00:15:09;7555111;GPA.6854-3004-9467-92001;turns 2;turns;GB;8;1
2023-10-20 15:21:34;7567046;GPA.3959-3872-7079-23135;turns 2;turns;US;12;3
2023-10-20 18:53:50;7560200;GPA.5690-8036-4799-23333;turns 2;turns;US;8;4
2023-10-21 02:48:57;7564092;GPA.7045-4270-2883-43293;turns 2;turns;IT;50;4
2023-10-21 17:59:02;7569225;GPA.2083-4175-7406-64453;turns 2;turns;TR;2.5;1
2023-10-22 03:26:10;7567768;GPA.1252-5039-4428-48281;turns 2;turns;US;1;4
2023-10-22 07:34:51;7551122;GPA.7653-1895-1158-43732;turns 2;turns;US;50;4
2023-10-22 18:18:17;7536207;GPA.3306-1089-4885-67475;turns 2;turns;US;2.5;5
2023-10-26 15:16:55;7590741;GPA.7926-8107-1458-25490;turns 2;turns;US;50;1
2023-10-26 18:03:20;7590592;GPA.1188-6211-1833-17268;turns 2;turns;FR;50;2
2023-10-27 01:12:12;7587195;GPA.4510-3405-1121-47216;turns 2;turns;IN;1;3
2023-10-27 16:23:21;7591643;GPA.4205-5949-3403-47990;turns 2;turns;BR;2.5;1
2023-10-28 05:08:57;7535539;GPA.1037-3846-3267-54890;turns 2;turns;FR;50;9
2023-10-28 23:06:32;7595786;GPA.3756-9441-7108-30280;bomb;bonuses;GB;50;2
2023-10-29 03:35:56;7537664;GPA.3090-5344-8812-25628;turns 2;turns;FR;8;10
2023-10-30 01:58:29;7601945;GPA.5593-2023-1028-18566;turns 2;turns;GB;1;3
2023-10-30 16:39:07;7576673;GPA.4110-3054-7575-11940;turns 2;turns;US;50;6
2023-10-31 04:02:31;7609964;GPA.1909-6970-8211-16590;turns 2;turns;ID;12;4
2023-10-31 19:13:05;7609912;GPA.5413-7478-3777-25445;turns 2;turns;US;2.5;1
2023-11-01 00:44:49;7610556;GPA.3654-6699-8390-19176;turns 2;turns;TR;12;3
2023-11-01 00:44:49;7610556;GPA.8958-1733-5428-22171;turns 2;turns;TR;8;2
2023-11-01 10:06:29;7615424;GPA.3165-4352-7382-88048;turns 2;turns;US;2.5;1
2023-11-01 17:40:26;7609323;GPA.3069-4647-4445-14867;turns 2;turns;US;2.5;5
2023-11-01 19:42:16;7615369;GPA.5684-2078-2836-79420;turns 2;turns;GB;1;1
2023-11-02 00:07:07;7622353;GPA.9398-8122-9977-15421;turns 2;turns;GB;1;2
2023-11-02 00:07:07;7622353;GPA.7207-4026-2289-84058;turns 2;turns;GB;2.5;1
2023-11-02 15:34:26;7613868;GPA.1415-2173-1166-23890;turns 2;turns;RU;8;2
2023-11-02 20:15:36;7614939;GPA.1105-4772-7756-22069;turns 2;turns;CN;1;7
2023-11-02 23:05:12;7617708;GPA.8621-4146-7238-33660;turns 2;turns;CN;1;3
2023-11-03 07:05:39;7624270;GPA.4596-8025-4191-44505;turns 2;turns;US;1;1
2023-11-03 19:06:06;7607608;GPA.1175-2283-4488-38138;turns 2;turns;US;12;2
2023-11-04 04:39:49;7589068;GPA.4047-8133-5040-75927;turns 2;turns;CN;8;5
2023-11-04 13:48:40;7632006;GPA.9012-7108-7086-75601;turns 2;turns;US;1;3
2023-11-04 19:51:12;7568072;GPA.5926-4225-5728-51495;turns 5;turns;US;50;8
2023-11-05 04:36:54;7640167;GPA.4821-9439-5019-16211;turns 2;turns;BR;8;1
2023-11-06 19:26:29;7646541;GPA.2708-2935-9203-33341;turns 2;turns;US;12;3
2023-11-06 19:29:51;7644904;GPA.6801-4306-9064-54047;turns 2;turns;RU;1;3
2023-11-07 04:09:45;7652676;GPA.8684-4728-8804-31635;turns 2;turns;US;1;3
2023-11-07 16:58:02;7636357;GPA.1160-1568-9904-28828;turns 2;turns;US;1;4
2023-11-07 23:19:48;7647567;GPA.7368-6089-5203-57233;turns 2;turns;IN;1;3
2023-11-08 11:46:15;7655076;GPA.6237-9656-1067-88144;turns 2;turns;IT;1;3
2023-11-08 16:15:07;7654698;GPA.7662-3113-3620-36874;turns 2;turns;IT;8;2
2023-11-09 17:12:39;7663211;GPA.2883-6431-6413-59646;turns 2;turns;FR;12;1
2023-11-09 23:15:29;7664740;GPA.8755-1672-9541-78091;turns 2;turns;IT;50;5
2023-11-10 15:10:50;7669543;GPA.3306-2475-4933-24569;turns 2;turns;US;1;1
2023-11-10 19:35:41;7670953;GPA.5267-8241-2840-36894;turns 2;turns;FR;1;2
2023-11-11 00:17:21;7674776;GPA.3389-8440-6547-65754;turns 2;turns;TR;8;1
2023-11-11 01:13:30;7670263;GPA.4613-3625-6562-47844;turns 2;turns;IT;12;1
2023-11-11 01:28:01;7673724;GPA.6044-5003-2955-44217;turns 2;turns;CN;1;1
2023-11-11 06:27:51;7581651;GPA.4852-7275-9023-19269;turns 2;turns;CN;12;12
2023-11-11 10:19:06;7674494;GPA.5088-8405-8226-80040;turns 2;turns;US;1;2
2023-11-11 12:12:27;7676438;GPA.4201-4271-7983-27353;turns 2;turns;US;50;4
2023-11-11 16:26:08;7598595;GPA.1687-1464-1254-27381;turns 2;turns;US;12;13
2023-11-12 09:06:16;7662854;GPA.7203-1511-5297-83803;turns 2;turns;US;1;3
2023-11-12 18:25:17;7664100;GPA.1331-5406-5193-56940;turns 2;turns;CN;2.5;9
2023-11-13 19:13:13;7687281;GPA.2997-1975-9790-12421;turns 2;turns;US;50;3
2023-11-13 19:58:02;7687295;GPA.2194-5077-1713-64081;turns 2;turns;US;2.5;1
2023-11-13 19:59:39;7681291;GPA.1085-7592-2027-94106;turns 2;turns;IT;12;5
2023-11-14 06:35:10;7697031;GPA.6513-7717-5412-33149;turns 2;turns;US;2.5;1
2023-11-16 11:14:57;7704799;GPA.2900-6855-1752-26162;turns 2;turns;IT;2.5;1
2023-11-17 00:19:14;7651519;GPA.2286-6750-4217-18804;turns 2;turns;ID;12;7
2023-11-17 04:51:03;7700510;GPA.8808-9597-7605-81355;turns 2;turns;CN;12;2
2023-11-17 08:56:24;7639651;GPA.9154-6617-9033-77952;turns 2;turns;US;8;8
2023-11-17 21:02:40;7713836;GPA.5322-8097-6552-15465;turns 2;turns;US;50;5
2023-11-18 06:49:54;7721316;GPA.5092-1380-5802-73514;turns 2;turns;US;2.5;1
2023-11-18 08:04:06;7718198;GPA.5712-8469-3757-72384;turns 2;turns;US;1;3
2023-11-18 10:30:06;7719107;GPA.2931-2069-4037-72437;turns 2;turns;US;50;3
2023-11-18 23:46:57;7639379;GPA.1651-3072-8308-70057;turns 2;turns;GB;12;4
2023-11-19 09:07:02;7639651;GPA.6816-8140-9143-13531;turns 2;turns;US;12;9
2023-11-19 16:25:50;7716957;GPA.3516-8841-2491-13682;turns 2;turns;IT;1;1
