InvoiceDate;CustomerID;InvoiceNo;StockCode;Description;Country;UnitPrice;Quantity
2023-08-31 19:59:59;18453131;GPA.6669-9995-5487-76786;dynamite 5;dynamite;US;50;1
2023-08-31 19:59:59;18453131;GPA.6669-9995-5487-76786;dynamite 2;dynamite;US;50;1
2023-08-31 22:58:20;18427409;GPA.6256-4733-6842-66044;dynamite 2;dynamite;ID;12;1
2023-08-31 23:05:08;18448437;GPA.9090-8732-2363-72908;dynamite 2;dynamite;GB;12;1
2023-09-01 19:13:25;18459893;GPA.4122-3480-8068-92968;dynamite 2;dynamite;US;50;1
2023-09-01 23:21:39;18457511;GPA.4054-8530-7296-13818;dynamite 2;dynamite;CN;1;1
2023-09-02 00:40:58;18455699;GPA.4945-8986-8083-18318;dynamite 2;dynamite;SA;2.5;1
2023-09-02 23:15:47;18470010;GPA.9637-3125-9712-56091;dynamite 5;dynamite;FR;50;1
2023-09-03 03:39:36;18366385;GPA.5917-6728-2088-57815;dynamite 2;dynamite;FR;8;1
2023-09-03 03:46:25;18479842;GPA.3538-6040-2105-66453;dynamite 2;dynamite;ID;50;1
2023-09-03 14:35:28;18489053;GPA.7462-2120-7986-87672;dynamite 2;dynamite;US;2.5;1
2023-09-03 21:49:27;18488140;GPA.9291-8740-3925-38462;dynamite 5;dynamite;SA;8;1
2023-09-03 21:49:27;18488140;GPA.9291-8740-3925-38462;dynamite 2;dynamite;SA;8;1
2023-09-03 23:31:51;18471048;GPA.2776-8318-2126-90811;dynamite 2;dynamite;SA;8;1
2023-09-04 01:21:35;18486036;GPA.8633-3143-1146-87651;dynamite 2;dynamite;IT;8;1
2023-09-04 03:10:41;18494134;GPA.1614-1448-2996-90676;dynamite 2;dynamite;TR;1;1
2023-09-04 06:38:39;18489620;GPA.5943-5744-7227-12500;dynamite 2;dynamite;US;12;1
2023-09-04 08:02:00;18497085;GPA.5206-9893-5230-51331;dynamite 2;dynamite;US;8;1
2023-09-04 09:06:53;18495694;GPA.4683-7969-8388-12209;dynamite 2;dynamite;SA;2.5;1
2023-09-04 09:22:51;18491310;GPA.5683-1613-2593-50409;dynamite 2;dynamite;ID;12;1
2023-09-04 19:31:06;18358494;GPA.1438-1509-4561-29306;dynamite 2;dynamite;US;1;1
2023-09-04 19:46:57;18478490;GPA.1829-9163-6917-83955;dynamite 5;dynamite;US;2.5;1
2023-09-05 08:30:51;18497681;GPA.5604-3526-3089-23162;dynamite 2;dynamite;ID;8;1
2023-09-05 09:59:58;18504018;GPA.9895-2622-1816-69655;bomb;bonuses;CN;2.5;1
2023-09-05 15:34:44;18505877;GPA.9779-6695-2746-78408;dynamite 2;dynamite;SA;50;1
2023-09-05 16:38:19;18510346;GPA.7221-2980-4147-27844;dynamite 2;dynamite;RU;50;1
2023-09-05 18:52:48;18427474;GPA.5399-9188-1024-53435;dynamite 2;dynamite;US;8;1
2023-09-05 20:06:38;18339452;GPA.4038-9248-2178-41584;bomb;bonuses;TR;8;1
2023-09-05 22:24:04;18502252;GPA.6899-8201-3055-88932;dynamite 2;dynamite;RU;12;1
2023-09-05 22:57:28;18501321;GPA.5157-2874-9023-23876;dynamite 2;dynamite;SA;8;1
2023-09-05 23:24:17;18512281;GPA.5694-1630-6500-68703;dynamite 5;dynamite;IT;1;1
2023-09-06 01:48:10;18524995;GPA.2955-5688-5563-23538;dynamite 2;dynamite;RU;12;1
2023-09-06 05:58:35;18375464;GPA.1677-5271-1650-72340;dynamite 2;dynamite;US;1;1
2023-09-06 18:03:43;18515543;GPA.3384-1751-4166-59340;dynamite 2;dynamite;TR;1;1
2023-09-06 21:46:10;18376647;GPA.4987-8180-6255-55104;dynamite 2;dynamite;SA;50;1
2023-09-08 17:09:04;18484138;GPA.8363-5586-3589-31038;dynamite 2;dynamite;CN;2.5;1
2023-09-08 17:36:26;18540200;GPA.4885-1416-7871-95249;dynamite 2;dynamite;IT;1;1
2023-09-08 22:36:03;18548919;GPA.1730-5663-5634-80563;dynamite 2;dynamite;RU;1;1
2023-09-09 00:26:13;18538017;GPA.4679-7218-9523-19789;dynamite 2;dynamite;FR;1;1
2023-09-09 17:04:00;18555752;GPA.2500-8806-1182-63540;dynamite 2;dynamite;US;12;1
2023-09-09 21:46:22;18561283;GPA.3107-6982-7428-28500;dynamite 2;dynamite;FR;12;1
2023-09-09 21:46:42;18553249;GPA.6515-8546-1680-51552;dynamite 2;dynamite;GB;12;1
2023-09-10 02:30:21;18484138;GPA.1959-3225-3869-68935;dynamite 2;dynamite;CN;50;1
2023-09-10 02:36:31;18564986;GPA.2877-6376-1521-81766;dynamite 2;dynamite;CN;1;1
2023-09-10 15:02:08;18565671;GPA.9195-7675-2488-73810;dynamite 2;dynamite;US;50;1
2023-09-10 19:11:34;18520500;GPA.8231-5607-5172-70644;dynamite 2;dynamite;RU;12;1
2023-09-10 20:30:06;18567432;GPA.6727-6048-6849-32531;dynamite 2;dynamite;GB;1;1
2023-09-11 01:15:20;18542767;GPA.3854-6402-2659-38759;dynamite 2;dynamite;ID;2.5;1
2023-09-11 13:43:32;18579432;GPA.6252-8482-2690-11271;dynamite 2;dynamite;RU;12;1
2023-09-11 16:09:01;18534138;GPA.9288-9581-5225-82972;dynamite 2;dynamite;RU;1;1
2023-09-11 22:53:28;18579268;GPA.1119-5036-1040-41847;dynamite 2;dynamite;ID;12;1
2023-09-12 01:28:47;18588824;GPA.3147-9513-4795-23729;dynamite 2;dynamite;CN;50;1
2023-09-12 01:35:24;18596954;GPA.9214-8134-6710-66816;dynamite 2;dynamite;ID;50;1
2023-09-12 08:37:34;18580900;GPA.9115-1873-8193-18737;dynamite 2;dynamite;GB;1;1
2023-09-12 15:23:24;18586443;GPA.7831-3944-2911-12472;dynamite 2;dynamite;IT;1;1
2023-09-12 18:56:53;18592130;GPA.1317-6774-8995-17333;dynamite 2;dynamite;US;1;1
2023-09-13 16:58:14;18441786;GPA.4095-7220-4885-61211;dynamite 2;dynamite;US;8;1
2023-09-13 22:02:14;18605159;GPA.8070-5895-2711-88560;dynamite 2;dynamite;ID;50;1
2023-09-13 22:32:19;18607353;GPA.1109-6517-2557-56680;dynamite 2;dynamite;SA;12;1
2023-09-14 01:28:14;18610852;GPA.2606-1157-6218-86208;dynamite 2;dynamite;ID;1;1
2023-09-14 12:21:14;18616371;GPA.7697-6474-6467-96567;dynamite 2;dynamite;TR;8;1
2023-09-14 17:22:39;18593232;GPA.5190-1747-9280-88988;dynamite 2;dynamite;FR;12;1
2023-09-14 20:39:09;18619626;GPA.4630-4417-1700-98988;dynamite 5;dynamite;RU;50;1
2023-09-14 22:00:11;18343770;GPA.7321-5804-8371-45000;dynamite 2;dynamite;CN;1;1
2023-09-14 22:18:38;18617458;GPA.8605-9326-1778-43784;dynamite 5;dynamite;CN;50;1
2023-09-14 22:18:38;18617458;GPA.7637-8335-6592-80764;dynamite 5;dynamite;CN;2.5;1
2023-09-15 09:30:04;18626286;GPA.8854-9474-1628-63145;dynamite 2;dynamite;US;50;1
2023-09-15 10:36:10;18627930;GPA.9558-2222-7738-77899;dynamite 2;dynamite;ID;50;1
2023-09-15 17:59:58;18629444;GPA.3689-3554-6238-43188;dynamite 2;dynamite;US;1;1
2023-09-15 18:48:11;18622987;GPA.3624-1439-6402-21003;dynamite 2;dynamite;US;12;1
2023-09-16 02:29:57;18628770;GPA.5758-7201-5517-40744;dynamite 5;dynamite;GB;50;1
2023-09-16 02:29:57;18628770;GPA.5758-7201-5517-40744;dynamite 2;dynamite;GB;50;1
2023-09-16 13:04:38;18639750;GPA.5276-8478-2417-91682;dynamite 2;dynamite;US;1;1
2023-09-16 18:29:59;18643542;GPA.8219-4205-1768-60710;dynamite 2;dynamite;US;1;1
2023-09-16 23:06:23;18557472;GPA.9894-1544-7472-94226;dynamite 2;dynamite;GB;12;1
2023-09-17 02:51:33;18633686;GPA.1257-6159-6867-17454;dynamite 2;dynamite;US;2.5;1
2023-09-17 16:27:07;18653100;GPA.7753-6755-7570-67181;dynamite 2;dynamite;BR;2.5;1
2023-09-17 18:10:27;18656590;GPA.4757-4539-5359-34104;dynamite 5;dynamite;US;12;1
2023-09-17 18:10:27;18656590;GPA.4757-4539-5359-34104;bomb;bonuses;US;12;1
2023-09-17 18:47:12;18491496;GPA.2302-6738-4242-53896;dynamite 2;dynamite;IT;8;1
2023-09-17 18:55:41;18648043;GPA.3415-8665-4437-61590;dynamite 2;dynamite;US;8;1
2023-09-18 03:07:24;18622635;GPA.3817-5046-3860-32681;dynamite 2;dynamite;ID;1;1
2023-09-18 09:01:25;18664719;GPA.1827-8866-4440-63167;dynamite 2;dynamite;US;8;1
2023-09-18 20:52:58;18663546;GPA.3565-6662-3725-27678;dynamite 2;dynamite;US;1;1
2023-09-18 22:28:32;18347563;GPA.6877-1553-2390-86510;dynamite 2;dynamite;TR;1;1
2023-09-19 10:42:20;18672311;GPA.5699-9012-1666-24565;dynamite 2;dynamite;US;50;1
2023-09-20 02:20:11;18684886;GPA.9149-5984-8759-56262;dynamite 2;dynamite;FR;2.5;1
2023-09-20 17:01:08;18689632;GPA.3440-1882-8597-31088;dynamite 2;dynamite;US;1;1
2023-09-20 19:15:05;18668737;GPA.9216-5102-3465-10133;dynamite 2;dynamite;US;50;1
2023-09-20 19:32:50;18689027;GPA.6050-3200-8846-65503;dynamite 2;dynamite;US;12;1
2023-09-20 20:23:35;18664792;GPA.9084-3577-3970-27005;dynamite 2;dynamite;FR;50;1
2023-09-20 21:33:27;18668580;GPA.5127-9757-2246-71728;bomb;bonuses;SA;1;1
2023-09-21 03:55:01;18701267;GPA.1978-6725-9102-64465;dynamite 2;dynamite;SA;1;1
2023-09-21 19:09:34;18699223;GPA.1532-8196-6146-80753;dynamite 2;dynamite;US;1;1
2023-09-22 00:41:03;18571464;GPA.8567-5684-7763-72692;dynamite 5;dynamite;ID;1;1
2023-09-22 02:14:58;18707987;GPA.4868-1463-7449-77177;dynamite 2;dynamite;ID;1;1
2023-09-22 10:58:07;18708623;GPA.8509-7619-8506-17886;dynamite 2;dynamite;US;50;1
2023-09-22 11:07:19;18694758;GPA.7317-6753-5854-59667;dynamite 2;dynamite;SA;2.5;1
2023-09-22 11:07:19;18694758;GPA.7317-6753-5854-59667;bomb;bonuses;SA;2.5;1
2023-09-22 17:01:12;18706476;GPA.6634-8150-9810-91186;dynamite 2;dynamite;US;8;1
2023-09-23 02:45:13;18720023;GPA.5546-9562-2538-53494;dynamite 2;dynamite;RU;1;1
2023-09-23 05:59:07;18719156;GPA.7692-2516-5871-12598;dynamite 2;dynamite;US;1;1
2023-09-23 14:59:34;18726303;GPA.8953-1841-5586-21956;dynamite 2;dynamite;US;50;1
2023-09-23 18:46:41;18716018;GPA.1722-4966-2646-54037;dynamite 2;dynamite;US;2.5;1
2023-09-23 19:55:47;18716990;GPA.4350-6148-5499-87104;dynamite 2;dynamite;US;12;1
2023-09-23 21:59:32;18725978;GPA.2148-8234-1582-56895;dynamite 2;dynamite;IT;8;1
2023-09-23 23:28:37;18722427;GPA.5346-7775-6763-95207;dynamite 2;dynamite;SA;50;1
2023-09-24 10:24:03;18733779;GPA.4929-7015-6140-85862;dynamite 2;dynamite;US;1;1
2023-09-24 12:09:24;18734688;GPA.1674-7623-4782-97550;dynamite 2;dynamite;US;12;1
2023-09-24 13:06:42;18735654;GPA.2813-8507-3301-91823;dynamite 2;dynamite;US;50;1
2023-09-24 19:16:04;18730840;GPA.4158-8871-8916-37983;dynamite 2;dynamite;US;8;1
2023-09-24 23:12:51;18728409;GPA.5121-1583-4122-70122;dynamite 2;dynamite;RU;1;1
2023-09-27 01:26:26;18776898;GPA.7409-5580-7856-40007;dynamite 2;dynamite;US;12;1
2023-09-27 01:26:26;18776898;GPA.7409-5580-7856-40007;dynamite 5;dynamite;US;12;1
2023-09-27 01:48:58;18726069;GPA.5108-2015-3892-56493;dynamite 2;dynamite;TR;12;1
2023-09-27 22:02:47;18649800;GPA.8836-6136-4437-60949;dynamite 2;dynamite;SA;8;1
2023-09-28 00:15:06;18786000;GPA.8403-5680-6893-68645;dynamite 2;dynamite;FR;50;1
2023-09-28 06:14:06;18782928;GPA.5113-3965-7710-32617;dynamite 2;dynamite;IT;1;1
2023-09-28 17:38:27;18785652;GPA.2081-7775-2762-93511;dynamite 2;dynamite;CN;50;1
2023-09-28 21:10:39;18674599;GPA.1322-8018-6023-78318;dynamite 2;dynamite;RU;12;1
2023-09-28 22:31:26;18783997;GPA.9983-7420-6753-19879;dynamite 2;dynamite;BR;50;1
2023-09-29 22:47:13;18799438;GPA.8672-3143-3496-12745;dynamite 2;dynamite;ID;12;1
2023-09-29 23:30:29;18792701;GPA.9282-8442-2945-74445;dynamite 2;dynamite;GB;1;1
2023-09-30 16:49:27;18802421;GPA.2310-9750-8034-18666;dynamite 5;dynamite;TR;8;1
2023-09-30 20:23:34;18810806;GPA.3420-4439-6166-72175;dynamite 5;dynamite;ID;50;1
2023-09-30 22:58:27;18711255;GPA.7954-5472-4084-92360;dynamite 2;dynamite;GB;50;1
2023-10-01 01:58:43;18806797;GPA.5131-7945-7191-88189;dynamite 5;dynamite;FR;50;1
2023-10-01 14:16:05;18822517;GPA.4622-2967-2168-77163;dynamite 2;dynamite;RU;50;1
2023-10-01 16:47:58;18697766;GPA.8748-7908-1770-56714;dynamite 2;dynamite;US;50;1
2023-10-01 20:53:07;18819729;GPA.7901-8298-4221-51700;dynamite 2;dynamite;US;8;1
2023-10-02 00:35:10;18823291;GPA.2148-3762-2041-36013;dynamite 2;dynamite;GB;50;1
2023-10-02 03:09:15;18827029;GPA.3437-3626-9247-14282;dynamite 2;dynamite;ID;8;1
2023-10-02 08:40:59;18824507;GPA.9639-4442-8714-28819;dynamite 2;dynamite;ID;1;1
2023-10-02 11:22:04;18829395;GPA.9604-8542-6618-54591;dynamite 2;dynamite;SA;8;1
2023-10-02 11:53:46;18831366;GPA.8187-6628-3692-43671;dynamite 2;dynamite;ID;1;1
2023-10-02 14:43:12;18816837;GPA.3791-5142-3212-28445;dynamite 2;dynamite;RU;1;1
2023-10-02 19:05:03;18830120;GPA.8801-7298-4656-23815;dynamite 2;dynamite;US;1;1
2023-10-03 07:46:52;18839640;GPA.4920-2716-6626-17396;dynamite 2;dynamite;ID;12;1
2023-10-03 22:53:30;18844873;GPA.5613-9929-1299-32532;dynamite 2;dynamite;RU;1;1
2023-10-04 00:03:10;18843443;GPA.1386-6872-6024-66027;dynamite 2;dynamite;GB;50;1
2023-10-04 02:30:26;18848431;GPA.8336-4331-9673-40067;dynamite 2;dynamite;IT;12;1
2023-10-04 02:42:35;18863298;GPA.4996-7901-8589-78563;dynamite 2;dynamite;US;8;1
2023-10-04 05:18:21;18862879;GPA.4653-6328-4099-17499;dynamite 2;dynamite;RU;1;1
2023-10-04 15:36:09;18712511;GPA.9892-5651-5972-70351;dynamite 5;dynamite;IT;2.5;1
2023-10-04 17:00:08;18858512;GPA.7279-3691-3529-23337;dynamite 2;dynamite;US;50;1
2023-10-04 17:00:08;18858512;GPA.2334-8166-7686-65085;dynamite 2;dynamite;US;1;1
2023-10-04 19:07:03;18844120;GPA.9777-7246-4456-29667;dynamite 2;dynamite;FR;50;1
2023-10-04 23:46:33;18860072;GPA.2000-5621-4998-51236;dynamite 2;dynamite;FR;50;1
2023-10-05 01:55:51;18852442;GPA.2671-6224-6748-61126;dynamite 2;dynamite;GB;12;1
2023-10-05 02:19:04;18742192;GPA.6302-5262-3014-63577;dynamite 2;dynamite;GB;8;1
2023-10-05 14:14:07;18866763;GPA.5858-7398-5739-59317;dynamite 5;dynamite;IT;50;1
2023-10-05 18:35:57;18869452;GPA.6711-4177-7545-57904;dynamite 2;dynamite;GB;1;1
2023-10-05 21:08:06;18868652;GPA.6044-8238-3819-59891;dynamite 2;dynamite;FR;1;1
2023-10-05 21:52:53;18872814;GPA.5227-7500-5128-16455;dynamite 2;dynamite;GB;50;1
2023-10-05 22:22:31;18867892;GPA.7721-8911-1077-33773;dynamite 2;dynamite;SA;1;1
2023-10-05 23:44:26;18875753;GPA.5827-4878-3074-14985;dynamite 2;dynamite;BR;1;1
2023-10-06 03:14:21;18878936;GPA.1668-6493-1262-74883;dynamite 2;dynamite;US;1;1
2023-10-06 11:06:47;18889528;GPA.4392-1850-4274-97151;dynamite 2;dynamite;TR;1;1
2023-10-06 12:40:40;18882551;GPA.1145-7268-5743-92447;dynamite 2;dynamite;FR;8;1
2023-10-06 13:22:53;18845744;GPA.1426-3547-2998-79999;dynamite 2;dynamite;US;2.5;1
2023-10-06 15:07:51;18880971;GPA.1752-3613-7898-73462;dynamite 2;dynamite;IT;1;1
2023-10-06 21:48:42;18880588;GPA.3199-9859-3959-14975;dynamite 2;dynamite;US;50;1
2023-10-07 04:11:19;18900532;GPA.3177-1864-7565-69382;dynamite 2;dynamite;US;8;1
2023-10-07 12:11:27;18883703;GPA.3036-8738-1392-56139;dynamite 2;dynamite;IT;50;1
2023-10-07 17:03:15;18901759;GPA.7714-2768-2816-11451;dynamite 2;dynamite;US;8;1
2023-10-07 17:53:40;18894372;GPA.7061-1004-3573-65390;dynamite 2;dynamite;BR;50;1
2023-10-07 22:55:22;18898000;GPA.6769-7738-1110-82389;dynamite 5;dynamite;TR;8;1
2023-10-07 23:10:35;18893808;GPA.2880-7784-2655-73500;dynamite 2;dynamite;SA;12;1
2023-10-08 00:59:29;18898763;GPA.7841-4345-3968-26675;dynamite 2;dynamite;ID;50;1
2023-10-08 01:15:00;18884128;GPA.9338-2768-9395-52739;bomb;bonuses;ID;50;1
2023-10-08 14:38:06;18916364;GPA.5005-8584-9780-43812;dynamite 2;dynamite;IT;2.5;1
2023-10-08 14:53:54;18913680;GPA.8899-6864-4661-13575;dynamite 2;dynamite;US;8;1
2023-10-08 16:48:09;18915009;GPA.7268-8527-7383-94370;dynamite 2;dynamite;US;12;1
2023-10-08 19:08:49;18916459;GPA.9898-7607-4250-40629;dynamite 2;dynamite;SA;2.5;1
2023-10-08 19:49:29;18909402;GPA.4664-9227-2176-25477;dynamite 2;dynamite;US;50;1
2023-10-08 20:30:34;18910718;GPA.2427-8400-2788-35207;dynamite 2;dynamite;BR;8;1
2023-10-08 20:54:39;18878587;GPA.5923-7789-9444-23988;dynamite 2;dynamite;IT;2.5;1
2023-10-08 22:11:19;18909857;GPA.6314-9313-5593-80587;dynamite 2;dynamite;CN;1;1
2023-10-08 22:37:30;18907769;GPA.8433-5964-7099-94563;dynamite 2;dynamite;RU;8;1
2023-10-08 22:56:45;18913687;GPA.5188-6269-7948-44369;dynamite 2;dynamite;RU;12;1
2023-10-08 23:00:49;18790736;GPA.4170-7110-8836-38753;dynamite 2;dynamite;CN;50;1
2023-10-09 00:58:24;18905856;GPA.1280-7636-4224-66134;dynamite 5;dynamite;IT;1;1
2023-10-09 22:51:13;18775606;GPA.4583-6136-3068-51923;dynamite 2;dynamite;IT;12;1
2023-10-10 02:13:27;18857388;GPA.8551-2875-3847-28749;dynamite 2;dynamite;GB;50;1
2023-10-10 05:58:43;18934021;GPA.2430-2942-8754-49895;dynamite 2;dynamite;US;1;1
2023-10-10 19:30:39;18849275;GPA.3942-7449-9568-11069;dynamite 2;dynamite;GB;50;1
2023-10-10 22:45:19;18656297;GPA.8842-8443-8626-37563;dynamite 2;dynamite;CN;50;1
2023-10-10 23:44:13;18939600;GPA.9533-6971-2941-97019;dynamite 2;dynamite;ID;50;1
2023-10-10 23:53:14;18937063;GPA.4860-7691-1071-48099;dynamite 5;dynamite;ID;12;1
2023-10-11 10:39:11;18951249;GPA.3172-2575-4872-86267;dynamite 5;dynamite;ID;2.5;1
2023-10-11 21:07:15;18948874;GPA.5035-1703-5390-73696;dynamite 2;dynamite;RU;1;1
2023-10-12 05:01:02;18910952;GPA.6145-7786-9350-88640;dynamite 2;dynamite;CN;50;1
2023-10-12 06:50:13;18962274;GPA.3926-9902-2748-85423;dynamite 5;dynamite;US;50;1
2023-10-12 10:09:45;18958281;GPA.2988-9494-4925-94936;dynamite 2;dynamite;US;1;1
2023-10-12 16:20:00;18755894;GPA.7382-1201-2396-81417;dynamite 2;dynamite;SA;2.5;1
2023-10-12 19:22:00;18959232;GPA.1555-5167-8260-39169;dynamite 2;dynamite;TR;1;1
2023-10-12 20:31:56;18966782;GPA.7386-7764-4516-17663;dynamite 2;dynamite;TR;12;1
2023-10-12 21:07:46;18957902;GPA.5997-4879-4591-21065;dynamite 2;dynamite;US;50;1
2023-10-12 23:03:35;18965908;GPA.1844-5519-4016-97411;dynamite 2;dynamite;GB;50;1
2023-10-12 23:07:03;18930902;GPA.2437-8215-3414-18439;dynamite 2;dynamite;TR;12;1
2023-10-13 00:43:06;18966018;GPA.7715-1457-2784-28930;dynamite 2;dynamite;BR;8;1
2023-10-13 04:13:54;18938554;GPA.1855-9911-6508-79457;dynamite 2;dynamite;US;8;1
2023-10-13 08:57:54;18934245;GPA.9971-6710-4886-15967;dynamite 2;dynamite;ID;50;1
2023-10-13 12:13:09;18975337;GPA.6000-3893-6284-76270;dynamite 2;dynamite;US;12;1
2023-10-13 20:39:12;18981190;GPA.4782-1498-5820-96837;dynamite 2;dynamite;US;50;1
2023-10-13 22:15:49;18971531;GPA.1075-7312-4318-37419;dynamite 2;dynamite;BR;12;1
2023-10-14 11:33:46;18984481;GPA.3505-2647-1542-99844;dynamite 2;dynamite;IT;1;1
2023-10-14 17:21:58;18965956;GPA.5019-9220-1680-84572;dynamite 2;dynamite;SA;12;1
2023-10-14 18:40:46;18980956;GPA.4478-2252-2421-60156;dynamite 2;dynamite;SA;8;1
2023-10-14 19:45:44;18992773;GPA.3731-2328-2133-17103;dynamite 2;dynamite;RU;2.5;1
2023-10-14 23:33:29;18989778;GPA.8816-4292-7786-48329;dynamite 5;dynamite;FR;8;1
2023-10-14 23:46:38;18976364;GPA.8013-7496-2884-81072;dynamite 2;dynamite;IT;50;1
2023-10-15 02:23:35;19003304;GPA.5817-4613-9463-36604;dynamite 2;dynamite;SA;12;1
2023-10-15 10:01:05;18999292;GPA.2568-8587-6362-96045;dynamite 2;dynamite;US;50;1
2023-10-15 19:45:17;18749982;GPA.5735-7026-6015-43189;dynamite 2;dynamite;US;12;1
2023-10-16 01:30:39;18978669;GPA.3700-5720-8082-15281;dynamite 2;dynamite;TR;2.5;1
2023-10-16 03:37:37;18823471;GPA.7177-4072-2806-23058;dynamite 2;dynamite;FR;8;1
2023-10-16 04:40:10;19011519;GPA.9723-6992-3702-10708;dynamite 2;dynamite;US;1;1
2023-10-16 07:29:15;19017137;GPA.7524-8625-7228-91783;dynamite 2;dynamite;US;12;1
2023-10-16 10:02:53;18948221;GPA.4402-4726-8614-80316;dynamite 2;dynamite;IT;2.5;1
